event_time,event_phase
2019-09-05T14:49:17Z,2
2019-09-05T14:53:06Z,1
2019-09-05T15:08:38Z,1
2019-09-05T15:11:34Z,1
2019-09-05T15:13:59Z,1
2019-09-05T15:14:56Z,1
2019-09-05T15:17:15Z,1
2019-09-05T15:20:57Z,1
2019-09-05T15:22:34Z,3
2019-09-05T15:24:27Z,2
2019-09-05T15:31:26Z,3
2019-09-05T15:42:39Z,3
2019-09-05T15:48:27Z,3
2019-09-05T15:48:39Z,1
2019-09-05T15:50:48Z,3
2019-09-05T15:51:38Z,3
2019-09-05T15:54:10Z,2
2019-09-05T16:01:24Z,3
2019-09-05T16:10:13Z,3
2019-09-05T16:24:27Z,1
2019-09-05T16:31:02Z,3
2019-09-05T16:32:14Z,1
2019-09-05T16:32:35Z,2
2019-09-05T16:33:06Z,2
2019-09-05T16:33:57Z,3
2019-09-05T16:38:39Z,3
2019-09-05T16:39:50Z,3
2019-09-05T17:01:05Z,3
2019-09-05T17:17:55Z,3
2019-09-05T17:18:26Z,3
2019-09-05T17:20:10Z,2
2019-09-05T17:21:37Z,3
2019-09-05T17:23:38Z,3
2019-09-05T17:26:33Z,3
2019-09-05T17:28:41Z,3
2019-09-05T17:53:52Z,3
2019-09-05T17:58:47Z,2
2019-09-05T18:09:08Z,3
2019-09-05T18:33:55Z,2
2019-09-05T18:47:25Z,3
2019-09-05T18:51:54Z,1
2019-09-05T19:24:31Z,3
2019-09-05T19:24:33Z,1
2019-09-05T19:40:39Z,1
2019-09-05T19:45:41Z,3
2019-09-05T19:46:08Z,2
2019-09-05T19:46:55Z,3
2019-09-05T19:47:44Z,3
2019-09-05T19:48:23Z,2
2019-09-05T19:48:36Z,3
2019-09-05T19:50:00Z,3
2019-09-05T19:52:04Z,3
2019-09-05T20:00:39Z,3
2019-09-05T20:01:48Z,2
2019-09-05T20:02:44Z,1
2019-09-05T20:10:09Z,3
2019-09-05T20:29:34Z,1
2019-09-05T20:33:46Z,3
2019-09-05T20:38:30Z,1
2019-09-05T20:39:23Z,1
2019-09-05T20:41:13Z,1
2019-09-05T20:46:43Z,3
2019-09-05T20:54:34Z,2
2019-09-05T20:54:34Z,3
2019-09-05T21:05:03Z,3
2019-09-05T21:40:38Z,3
2019-09-05T21:45:52Z,1
2019-09-05T21:46:54Z,3
2019-09-05T21:47:00Z,2
2019-09-05T21:52:51Z,1
2019-09-05T21:53:35Z,2
2019-09-05T21:55:13Z,3
2019-09-05T21:56:17Z,1
2019-09-05T21:56:54Z,3
2019-09-05T21:57:52Z,3
2019-09-05T22:01:35Z,1
2019-09-05T22:02:56Z,2
2019-09-05T22:06:17Z,1
2019-09-05T22:13:38Z,3
2019-09-05T22:17:46Z,2
2019-09-05T22:18:56Z,3
2019-09-05T22:20:54Z,1
2019-09-05T22:34:45Z,3
2019-09-05T22:35:21Z,3
2019-09-05T22:35:48Z,3
2019-09-05T22:43:08Z,3
2019-09-05T22:53:46Z,3
2019-09-05T23:20:03Z,3
2019-09-05T23:24:01Z,3
2019-09-05T23:37:51Z,2
2019-09-05T23:43:08Z,3
2019-09-05T23:45:52Z,3
2019-09-05T23:50:39Z,3
2019-09-05T23:55:57Z,3
2019-09-06T00:21:21Z,3
2019-09-06T00:29:56Z,3
2019-09-06T00:44:30Z,3
2019-09-06T00:45:05Z,3
2019-09-06T00:48:50Z,3
2019-09-06T01:00:00Z,3
2019-09-06T01:03:18Z,3
2019-09-06T01:30:18Z,1
2019-09-06T01:39:07Z,3
2019-09-06T01:44:21Z,2
2019-09-06T01:57:18Z,3
2019-09-06T02:03:37Z,3
2019-09-06T02:12:30Z,3
2019-09-06T02:13:52Z,3
2019-09-06T02:15:18Z,1
2019-09-06T02:27:36Z,3
2019-09-06T02:29:52Z,3
2019-09-06T02:31:10Z,3
2019-09-06T02:32:23Z,3
2019-09-06T02:34:20Z,3
2019-09-06T02:40:14Z,3
2019-09-06T02:45:05Z,2
2019-09-06T03:00:32Z,3
2019-09-06T03:04:48Z,3
2019-09-06T03:05:42Z,3
2019-09-06T03:21:14Z,3
2019-09-06T03:39:39Z,1
2019-09-06T03:45:53Z,3
2019-09-06T03:50:47Z,3
2019-09-06T03:56:13Z,3
2019-09-06T03:57:34Z,3
2019-09-06T04:10:46Z,3
2019-09-06T04:11:16Z,3
2019-09-06T04:12:15Z,3
2019-09-06T04:15:37Z,3
2019-09-06T04:16:33Z,3
2019-09-06T04:26:45Z,3
2019-09-06T04:28:02Z,3
2019-09-06T04:29:12Z,3
2019-09-06T04:30:34Z,3
2019-09-06T04:32:00Z,3
2019-09-06T04:44:54Z,3
2019-09-06T04:48:20Z,1
2019-09-06T04:53:15Z,2
2019-09-06T04:56:30Z,3
2019-09-06T04:56:57Z,3
2019-09-06T04:57:32Z,3
2019-09-06T04:57:33Z,1
2019-09-06T04:57:46Z,2
2019-09-06T04:59:24Z,2
2019-09-06T05:00:43Z,3
2019-09-06T05:03:29Z,3
2019-09-06T05:06:15Z,3
2019-09-06T05:16:35Z,3
2019-09-06T05:40:33Z,3
2019-09-06T05:55:11Z,3
2019-09-06T05:58:23Z,3
2019-09-06T05:58:54Z,3
2019-09-06T06:00:15Z,3
2019-09-06T06:05:27Z,3
2019-09-06T06:07:19Z,3
2019-09-06T06:11:11Z,3
2019-09-06T06:12:26Z,3
2019-09-06T06:13:58Z,3
2019-09-06T06:16:57Z,3
2019-09-06T06:24:31Z,1
2019-09-06T06:24:59Z,3
2019-09-06T06:26:50Z,1
2019-09-06T06:27:48Z,1
2019-09-06T06:28:40Z,3
2019-09-06T06:33:45Z,3
2019-09-06T06:35:31Z,1
2019-09-06T06:45:48Z,3
2019-09-06T06:51:19Z,3
2019-09-06T06:52:24Z,1
2019-09-06T06:52:24Z,3
2019-09-06T06:54:58Z,3
2019-09-06T07:02:56Z,3
2019-09-06T07:05:16Z,3
2019-09-06T07:08:19Z,3
2019-09-06T07:08:57Z,3
2019-09-06T07:16:20Z,2
2019-09-06T07:19:19Z,1
2019-09-06T07:19:35Z,3
2019-09-06T07:20:46Z,1
2019-09-06T07:21:22Z,1
2019-09-06T07:21:59Z,2
2019-09-06T07:22:14Z,1
2019-09-06T07:24:35Z,3
2019-09-06T07:29:18Z,1
2019-09-06T07:29:58Z,3
2019-09-06T07:30:29Z,1
2019-09-06T07:32:42Z,1
2019-09-06T07:34:44Z,1
2019-09-06T07:35:47Z,1
2019-09-06T07:37:05Z,1
2019-09-06T07:37:53Z,1
2019-09-06T07:46:32Z,1
2019-09-06T07:48:37Z,1
2019-09-06T07:50:46Z,1
2019-09-06T07:59:20Z,1
2019-09-06T07:59:36Z,3
2019-09-06T08:09:11Z,1
2019-09-06T08:13:12Z,3
2019-09-06T08:20:47Z,2
2019-09-06T08:23:31Z,3
2019-09-06T08:25:52Z,3
2019-09-06T08:26:41Z,1
2019-09-06T08:28:38Z,3
2019-09-06T08:29:32Z,3
2019-09-06T08:30:00Z,3
2019-09-06T08:30:31Z,3
2019-09-06T08:30:58Z,1
2019-09-06T08:33:23Z,3
2019-09-06T08:35:12Z,1
2019-09-06T08:35:47Z,3
2019-09-06T08:39:27Z,1
2019-09-06T08:43:43Z,1
2019-09-06T08:45:56Z,1
2019-09-06T08:46:27Z,1
2019-09-06T08:47:06Z,1
2019-09-06T08:47:41Z,1
2019-09-06T08:48:16Z,1
2019-09-06T08:48:51Z,1
2019-09-06T08:49:26Z,1
2019-09-06T08:50:00Z,1
2019-09-06T08:52:11Z,1
2019-09-06T08:53:27Z,1
2019-09-06T08:54:10Z,1
2019-09-06T08:55:06Z,1
2019-09-06T08:55:13Z,3
2019-09-06T08:56:21Z,1
2019-09-06T08:57:23Z,1
2019-09-06T08:58:33Z,1
2019-09-06T08:59:37Z,1
2019-09-06T09:01:00Z,1
2019-09-06T09:03:17Z,1
2019-09-06T09:04:12Z,1
2019-09-06T09:04:53Z,1
2019-09-06T09:05:23Z,1
2019-09-06T09:06:14Z,1
2019-09-06T09:08:03Z,3
2019-09-06T09:09:24Z,3
2019-09-06T09:09:59Z,3
2019-09-06T09:18:09Z,1
2019-09-06T09:21:06Z,1
2019-09-06T09:22:25Z,3
2019-09-06T09:35:26Z,1
2019-09-06T09:36:36Z,3
2019-09-06T09:47:36Z,3
2019-09-06T10:20:18Z,3
2019-09-06T10:34:21Z,3
2019-09-06T10:36:35Z,3
2019-09-06T10:37:43Z,3
2019-09-06T10:40:39Z,3
2019-09-06T10:47:25Z,3
2019-09-06T10:51:07Z,3
2019-09-06T10:54:22Z,3
2019-09-06T11:10:11Z,3
2019-09-06T11:12:05Z,3
2019-09-06T11:12:32Z,3
2019-09-06T11:13:01Z,3
2019-09-06T11:13:25Z,3
2019-09-06T11:17:31Z,3
2019-09-06T11:31:14Z,2
2019-09-06T11:32:24Z,2
2019-09-06T11:37:41Z,3
2019-09-06T11:46:40Z,2
2019-09-06T11:59:08Z,3
2019-09-06T12:04:05Z,3
2019-09-06T12:04:31Z,1
2019-09-06T12:06:04Z,2
2019-09-06T12:10:48Z,1
2019-09-06T12:14:02Z,1
2019-09-06T12:31:15Z,1
2019-09-06T12:32:45Z,1
2019-09-06T12:35:38Z,3
2019-09-06T12:38:45Z,3
2019-09-06T12:39:12Z,3
2019-09-06T12:39:42Z,3
2019-09-06T12:40:48Z,3
2019-09-06T12:41:47Z,1
2019-09-06T12:45:42Z,1
2019-09-06T12:48:37Z,1
2019-09-06T12:54:42Z,3
2019-09-06T12:56:06Z,3
2019-09-06T12:58:05Z,3
2019-09-06T12:58:25Z,1
2019-09-06T12:58:30Z,3
2019-09-06T12:59:06Z,1
2019-09-06T12:59:20Z,3
2019-09-06T13:00:09Z,3
2019-09-06T13:03:18Z,3
2019-09-06T13:05:28Z,3
2019-09-06T13:07:10Z,3
2019-09-06T13:08:32Z,1
2019-09-06T13:09:18Z,3
2019-09-06T13:10:04Z,3
2019-09-06T13:13:38Z,3
2019-09-06T13:18:32Z,1
2019-09-06T13:20:41Z,1
2019-09-06T13:28:43Z,3
2019-09-06T13:44:08Z,3
2019-09-06T14:18:33Z,3
2019-09-06T14:24:50Z,3
2019-09-06T14:31:21Z,3
2019-09-06T14:32:14Z,3
2019-09-06T14:34:13Z,2
2019-09-06T14:36:04Z,3
2019-09-06T14:40:53Z,2
2019-09-06T14:41:53Z,2
2019-09-06T14:42:52Z,2
2019-09-06T14:42:55Z,1
2019-09-06T14:44:51Z,3
2019-09-06T14:45:44Z,3
2019-09-06T15:01:55Z,3
2019-09-06T15:09:35Z,3
2019-09-06T15:10:54Z,3
2019-09-06T15:13:26Z,2
2019-09-06T15:20:40Z,2
2019-09-06T15:22:39Z,2
2019-09-06T15:23:39Z,2
2019-09-06T15:24:39Z,2
2019-09-06T15:25:39Z,2
2019-09-06T15:26:38Z,2
2019-09-06T15:27:19Z,2
2019-09-06T15:28:38Z,2
2019-09-06T15:29:38Z,2
2019-09-06T15:30:31Z,3
2019-09-06T15:30:37Z,2
2019-09-06T15:31:37Z,2
2019-09-06T15:32:37Z,2
2019-09-06T15:33:05Z,3
2019-09-06T15:33:36Z,2
2019-09-06T15:33:52Z,3
2019-09-06T15:34:36Z,2
2019-09-06T15:35:36Z,2
2019-09-06T15:36:53Z,3
2019-09-06T15:37:13Z,2
2019-09-06T15:38:35Z,2
2019-09-06T15:39:13Z,2
2019-09-06T15:40:35Z,2
2019-09-06T15:41:35Z,2
2019-09-06T15:42:34Z,2
2019-09-06T16:06:48Z,3
2019-09-06T16:09:44Z,3
2019-09-06T16:10:38Z,3
2019-09-06T16:17:25Z,3
2019-09-06T16:21:37Z,3
2019-09-06T16:22:44Z,1
2019-09-06T16:22:50Z,3
2019-09-06T16:24:57Z,3
2019-09-06T16:27:19Z,3
2019-09-06T16:31:01Z,1
2019-09-06T16:40:10Z,1
2019-09-06T16:42:55Z,1
2019-09-06T16:44:31Z,1
2019-09-06T16:46:25Z,1
2019-09-06T16:50:47Z,3
2019-09-06T17:11:09Z,3
2019-09-06T17:22:20Z,3
2019-09-06T17:22:50Z,3
2019-09-06T17:23:22Z,3
2019-09-06T17:23:51Z,3
2019-09-06T17:26:57Z,3
2019-09-06T17:42:34Z,3
2019-09-06T17:44:50Z,3
2019-09-06T17:45:43Z,3
2019-09-06T17:47:58Z,3
2019-09-06T17:53:25Z,3
2019-09-06T17:57:18Z,3
2019-09-06T18:01:54Z,3
2019-09-06T18:15:08Z,3
2019-09-06T18:16:29Z,3
2019-09-06T18:17:43Z,3
2019-09-06T18:21:31Z,2
2019-09-06T18:23:06Z,1
2019-09-06T18:23:06Z,3
2019-09-06T18:24:39Z,3
2019-09-06T18:28:53Z,3
2019-09-06T18:34:58Z,3
2019-09-06T18:35:51Z,3
2019-09-06T19:13:04Z,3
2019-09-06T19:24:49Z,1
2019-09-06T19:41:44Z,3
2019-09-06T19:45:35Z,1
2019-09-06T19:45:42Z,2
2019-09-06T19:48:07Z,3
2019-09-06T19:49:21Z,2
2019-09-06T19:51:13Z,1
2019-09-06T19:57:01Z,2
2019-09-06T19:57:55Z,3
2019-09-06T20:05:44Z,1
2019-09-06T20:07:05Z,2
2019-09-06T20:09:13Z,2
2019-09-06T20:09:14Z,1
2019-09-06T20:12:06Z,1
2019-09-06T20:13:36Z,1
2019-09-06T20:17:30Z,1
2019-09-06T20:24:02Z,3
2019-09-06T20:27:50Z,2
2019-09-06T20:27:50Z,1
2019-09-06T20:41:48Z,2
2019-09-06T20:50:17Z,3
2019-09-06T20:54:50Z,2
2019-09-06T20:54:50Z,3
2019-09-06T20:56:28Z,3
2019-09-06T20:58:57Z,3
2019-09-06T20:59:49Z,1
2019-09-06T21:02:54Z,2
2019-09-06T21:03:59Z,2
2019-09-06T21:05:29Z,3
2019-09-06T21:34:38Z,3
2019-09-06T21:55:21Z,2
2019-09-06T21:57:29Z,3
2019-09-06T22:30:27Z,3
2019-09-06T23:03:23Z,2
2019-09-06T23:03:43Z,3
2019-09-06T23:21:28Z,3
2019-09-06T23:33:25Z,3
2019-09-06T23:36:00Z,1
2019-09-06T23:39:01Z,2
2019-09-06T23:52:59Z,3
2019-09-07T00:06:09Z,2
2019-09-07T00:32:39Z,3
2019-09-07T00:45:25Z,2
2019-09-07T00:46:05Z,3
2019-09-07T00:48:46Z,2
2019-09-07T00:49:38Z,3
2019-09-07T00:51:43Z,3
2019-09-07T00:53:34Z,3
2019-09-07T00:54:55Z,3
2019-09-07T00:57:11Z,3
2019-09-07T01:05:13Z,3
2019-09-07T01:09:39Z,3
2019-09-07T01:11:14Z,2
2019-09-07T01:24:27Z,3
2019-09-07T01:44:26Z,3
2019-09-07T02:08:20Z,3
2019-09-07T02:09:52Z,3
2019-09-07T02:14:50Z,3
2019-09-07T02:15:26Z,1
2019-09-07T02:20:09Z,2
2019-09-07T02:20:38Z,3
2019-09-07T02:22:27Z,3
2019-09-07T02:52:48Z,3
2019-09-07T02:55:14Z,3
2019-09-07T02:56:13Z,3
2019-09-07T02:56:37Z,3
2019-09-07T02:57:45Z,3
2019-09-07T03:16:21Z,3
2019-09-07T03:17:56Z,3
2019-09-07T03:18:29Z,3
2019-09-07T03:19:32Z,3
2019-09-07T03:20:38Z,3
2019-09-07T03:21:09Z,3
2019-09-07T03:21:42Z,3
2019-09-07T03:22:13Z,3
2019-09-07T03:27:07Z,3
2019-09-07T03:28:27Z,2
2019-09-07T03:39:55Z,1
2019-09-07T03:42:18Z,3
2019-09-07T03:58:54Z,1
2019-09-07T04:07:22Z,3
2019-09-07T04:30:10Z,3
2019-09-07T04:33:04Z,3
2019-09-07T04:35:20Z,3
2019-09-07T04:35:52Z,3
2019-09-07T04:36:18Z,3
2019-09-07T04:36:54Z,3
2019-09-07T04:38:28Z,3
2019-09-07T04:39:01Z,3
2019-09-07T04:40:02Z,2
2019-09-07T04:40:36Z,3
2019-09-07T04:41:41Z,3
2019-09-07T04:44:49Z,3
2019-09-07T05:02:34Z,3
2019-09-07T05:09:28Z,3
2019-09-07T05:10:57Z,3
2019-09-07T05:16:57Z,3
2019-09-07T05:19:59Z,3
2019-09-07T05:34:26Z,3
2019-09-07T05:39:52Z,3
2019-09-07T05:40:42Z,3
2019-09-07T05:42:29Z,3
2019-09-07T05:45:27Z,3
2019-09-07T05:46:18Z,3
2019-09-07T05:48:43Z,3
2019-09-07T05:52:14Z,3
2019-09-07T05:53:28Z,2
2019-09-07T05:53:53Z,3
2019-09-07T05:54:41Z,3
2019-09-07T06:01:32Z,3
2019-09-07T06:29:31Z,3
2019-09-07T06:44:08Z,3
2019-09-07T06:48:16Z,3
2019-09-07T06:54:55Z,3
2019-09-07T06:58:44Z,3
2019-09-07T06:59:51Z,3
2019-09-07T07:04:18Z,3
2019-09-07T07:08:39Z,2
2019-09-07T07:22:42Z,3
2019-09-07T07:24:19Z,3
2019-09-07T07:27:19Z,3
2019-09-07T07:29:36Z,3
2019-09-07T07:38:18Z,3
2019-09-07T07:38:59Z,3
2019-09-07T07:41:29Z,3
2019-09-07T08:04:15Z,1
2019-09-07T08:16:39Z,3
2019-09-07T08:21:27Z,3
2019-09-07T08:24:58Z,3
2019-09-07T08:24:59Z,1
2019-09-07T08:25:55Z,2
2019-09-07T08:43:37Z,2
2019-09-07T08:44:09Z,2
2019-09-07T08:45:36Z,2
2019-09-07T08:46:09Z,3
2019-09-07T08:47:59Z,2
2019-09-07T08:49:52Z,1
2019-09-07T08:51:11Z,1
2019-09-07T08:51:52Z,1
2019-09-07T08:52:00Z,3
2019-09-07T08:52:22Z,1
2019-09-07T08:53:50Z,1
2019-09-07T08:54:38Z,1
2019-09-07T08:56:54Z,1
2019-09-07T08:57:51Z,1
2019-09-07T08:58:28Z,1
2019-09-07T08:59:21Z,1
2019-09-07T09:00:43Z,2
2019-09-07T09:04:20Z,1
2019-09-07T09:04:49Z,1
2019-09-07T09:16:08Z,3
2019-09-07T09:24:16Z,1
2019-09-07T09:24:32Z,3
2019-09-07T09:25:19Z,3
2019-09-07T09:26:47Z,3
2019-09-07T09:28:33Z,3
2019-09-07T09:29:12Z,3
2019-09-07T09:29:55Z,3
2019-09-07T09:53:50Z,2
2019-09-07T09:54:08Z,3
2019-09-07T10:01:53Z,3
2019-09-07T10:25:31Z,3
2019-09-07T10:40:01Z,3
2019-09-07T10:50:51Z,1
2019-09-07T11:03:29Z,2
2019-09-07T11:14:09Z,3
2019-09-07T11:27:40Z,3
2019-09-07T11:32:30Z,3
2019-09-07T11:33:22Z,3
2019-09-07T11:43:34Z,3
2019-09-07T12:07:00Z,3
2019-09-07T12:16:49Z,2
2019-09-07T12:22:47Z,3
2019-09-07T12:48:10Z,3
2019-09-07T12:58:48Z,3
2019-09-07T13:00:26Z,3
2019-09-07T13:01:55Z,3
2019-09-07T13:08:29Z,1
2019-09-07T13:16:31Z,3
2019-09-07T13:17:21Z,3
2019-09-07T13:20:56Z,2
2019-09-07T13:21:59Z,2
2019-09-07T13:24:24Z,2
2019-09-07T13:24:43Z,1
2019-09-07T13:28:05Z,2
2019-09-07T13:31:03Z,2
2019-09-07T13:37:06Z,3
2019-09-07T13:38:43Z,2
2019-09-07T13:39:43Z,2
2019-09-07T13:40:43Z,2
2019-09-07T13:41:42Z,2
2019-09-07T13:42:42Z,2
2019-09-07T13:43:41Z,2
2019-09-07T13:44:41Z,2
2019-09-07T13:45:41Z,2
2019-09-07T13:46:41Z,2
2019-09-07T13:47:59Z,2
2019-09-07T13:48:40Z,2
2019-09-07T13:49:40Z,2
2019-09-07T13:50:40Z,2
2019-09-07T13:51:40Z,2
2019-09-07T13:52:40Z,2
2019-09-07T13:53:30Z,1
2019-09-07T13:53:39Z,2
2019-09-07T13:54:39Z,2
2019-09-07T13:55:39Z,2
2019-09-07T13:56:39Z,2
2019-09-07T13:57:38Z,2
2019-09-07T14:00:12Z,3
2019-09-07T14:03:28Z,2
2019-09-07T14:03:49Z,1
2019-09-07T14:03:51Z,3
2019-09-07T14:17:55Z,2
2019-09-07T14:24:37Z,3
2019-09-07T14:30:36Z,1
2019-09-07T14:47:19Z,3
2019-09-07T14:50:25Z,1
2019-09-07T14:52:36Z,2
2019-09-07T14:53:32Z,1
2019-09-07T14:54:53Z,1
2019-09-07T14:55:52Z,1
2019-09-07T15:03:30Z,1
2019-09-07T15:04:31Z,1
2019-09-07T15:06:04Z,3
2019-09-07T15:10:03Z,1
2019-09-07T15:10:32Z,1
2019-09-07T15:10:51Z,3
2019-09-07T15:11:23Z,1
2019-09-07T15:12:11Z,1
2019-09-07T15:13:14Z,2
2019-09-07T15:16:59Z,2
2019-09-07T15:17:59Z,2
2019-09-07T15:18:59Z,2
2019-09-07T15:19:53Z,3
2019-09-07T15:19:59Z,2
2019-09-07T15:20:47Z,1
2019-09-07T15:20:59Z,2
2019-09-07T15:21:50Z,3
2019-09-07T15:21:58Z,2
2019-09-07T15:22:58Z,2
2019-09-07T15:23:58Z,2
2019-09-07T15:24:57Z,2
2019-09-07T15:25:57Z,2
2019-09-07T15:28:23Z,2
2019-09-07T15:29:17Z,1
2019-09-07T15:33:48Z,2
2019-09-07T15:34:48Z,2
2019-09-07T15:35:48Z,2
2019-09-07T15:36:47Z,2
2019-09-07T15:37:47Z,2
2019-09-07T15:38:47Z,2
2019-09-07T15:39:13Z,3
2019-09-07T15:39:46Z,3
2019-09-07T15:39:47Z,2
2019-09-07T15:40:46Z,2
2019-09-07T15:41:46Z,2
2019-09-07T15:42:46Z,2
2019-09-07T15:43:45Z,2
2019-09-07T15:44:18Z,1
2019-09-07T15:44:45Z,2
2019-09-07T15:45:45Z,2
2019-09-07T15:46:45Z,2
2019-09-07T15:47:44Z,2
2019-09-07T15:48:44Z,2
2019-09-07T15:49:44Z,2
2019-09-07T15:50:44Z,2
2019-09-07T15:51:43Z,2
2019-09-07T15:52:43Z,2
2019-09-07T15:53:43Z,2
2019-09-07T15:54:43Z,2
2019-09-07T15:54:44Z,1
2019-09-07T15:55:42Z,2
2019-09-07T15:56:42Z,2
2019-09-07T15:57:42Z,2
2019-09-07T15:58:33Z,3
2019-09-07T15:58:42Z,2
2019-09-07T15:59:41Z,2
2019-09-07T16:00:41Z,2
2019-09-07T16:01:41Z,2
2019-09-07T16:02:41Z,2
2019-09-07T16:03:40Z,2
2019-09-07T16:04:12Z,2
2019-09-07T16:04:40Z,2
2019-09-07T16:05:40Z,2
2019-09-07T16:06:40Z,2
2019-09-07T16:23:51Z,1
2019-09-07T16:24:19Z,1
2019-09-07T16:25:04Z,1
2019-09-07T16:26:20Z,1
2019-09-07T16:33:47Z,3
2019-09-07T16:39:27Z,1
2019-09-07T16:43:42Z,2
2019-09-07T16:44:29Z,1
2019-09-07T16:45:11Z,3
2019-09-07T16:46:04Z,1
2019-09-07T16:47:35Z,1
2019-09-07T16:49:38Z,1
2019-09-07T16:50:57Z,1
2019-09-07T16:55:31Z,1
2019-09-07T17:08:36Z,3
2019-09-07T17:09:13Z,1
2019-09-07T17:10:35Z,1
2019-09-07T17:11:44Z,3
2019-09-07T17:13:28Z,1
2019-09-07T17:16:04Z,1
2019-09-07T17:32:53Z,2
2019-09-07T17:42:06Z,3
2019-09-07T17:43:17Z,3
2019-09-07T18:20:12Z,3
2019-09-07T18:50:38Z,2
2019-09-07T18:54:12Z,2
2019-09-07T18:55:10Z,3
2019-09-07T19:03:34Z,2
2019-09-07T19:19:52Z,1
2019-09-07T19:30:10Z,3
2019-09-07T20:02:58Z,3
2019-09-07T20:04:49Z,3
2019-09-07T20:15:14Z,2
2019-09-07T20:22:53Z,1
2019-09-07T20:42:14Z,3
2019-09-07T20:43:26Z,3
2019-09-07T20:43:57Z,1
2019-09-07T20:46:09Z,1
2019-09-07T20:47:01Z,2
2019-09-07T20:47:18Z,1
2019-09-07T20:49:27Z,1
2019-09-07T20:49:53Z,2
2019-09-07T20:49:53Z,3
2019-09-07T20:51:26Z,1
2019-09-07T20:56:12Z,2
2019-09-07T20:58:04Z,1
2019-09-07T20:58:47Z,1
2019-09-07T21:06:00Z,2
2019-09-07T21:09:17Z,2
2019-09-07T21:12:57Z,2
2019-09-07T21:17:29Z,3
2019-09-07T21:23:25Z,3
2019-09-07T21:50:05Z,3
2019-09-07T21:52:27Z,3
2019-09-07T22:06:58Z,3
2019-09-07T22:07:33Z,3
2019-09-07T22:08:33Z,3
2019-09-07T22:09:50Z,3
2019-09-07T22:10:24Z,3
2019-09-07T22:10:53Z,1
2019-09-07T22:11:36Z,3
2019-09-07T22:23:35Z,3
2019-09-07T22:27:04Z,3
2019-09-07T22:34:12Z,1
2019-09-07T22:40:22Z,2
2019-09-07T22:41:48Z,1
2019-09-07T22:42:51Z,1
2019-09-07T22:44:23Z,1
2019-09-07T22:45:10Z,1
2019-09-07T22:53:54Z,3
2019-09-07T22:57:14Z,3
2019-09-07T22:57:18Z,1
2019-09-07T23:01:08Z,2
2019-09-07T23:04:44Z,3
2019-09-07T23:06:38Z,1
2019-09-07T23:22:39Z,2
2019-09-07T23:26:23Z,1
2019-09-07T23:27:55Z,2
2019-09-07T23:35:33Z,2
2019-09-07T23:37:04Z,2
2019-09-07T23:37:52Z,2
2019-09-07T23:39:44Z,3
2019-09-07T23:43:38Z,2
2019-09-07T23:44:50Z,2
2019-09-07T23:45:23Z,2
2019-09-07T23:48:18Z,2
2019-09-07T23:51:20Z,2
2019-09-07T23:52:54Z,2
2019-09-07T23:54:21Z,2
2019-09-08T00:00:22Z,3
2019-09-08T00:05:13Z,3
2019-09-08T00:06:16Z,3
2019-09-08T00:08:52Z,3
2019-09-08T00:10:19Z,3
2019-09-08T00:14:28Z,3
2019-09-08T00:15:37Z,2
2019-09-08T00:28:20Z,3
2019-09-08T00:29:25Z,1
2019-09-08T00:30:45Z,3
2019-09-08T00:44:59Z,3
2019-09-08T00:49:08Z,3
2019-09-08T01:22:50Z,3
2019-09-08T01:26:00Z,3
2019-09-08T01:26:53Z,3
2019-09-08T01:28:15Z,2
2019-09-08T01:42:23Z,3
2019-09-08T01:43:34Z,3
2019-09-08T01:57:02Z,3
2019-09-08T02:00:26Z,3
2019-09-08T02:01:42Z,3
2019-09-08T02:15:38Z,1
2019-09-08T02:17:50Z,3
2019-09-08T02:37:02Z,3
2019-09-08T02:37:11Z,2
2019-09-08T02:50:42Z,3
2019-09-08T02:57:58Z,3
2019-09-08T02:58:58Z,3
2019-09-08T02:59:36Z,1
2019-09-08T03:01:42Z,3
2019-09-08T03:06:17Z,3
2019-09-08T03:11:48Z,3
2019-09-08T03:28:55Z,1
2019-09-08T03:36:58Z,1
2019-09-08T03:39:17Z,3
2019-09-08T03:41:57Z,3
2019-09-08T03:45:28Z,3
2019-09-08T03:45:30Z,2
2019-09-08T03:47:57Z,3
2019-09-08T03:49:45Z,3
2019-09-08T04:05:56Z,3
2019-09-08T04:06:41Z,3
2019-09-08T04:07:19Z,3
2019-09-08T04:10:16Z,3
2019-09-08T04:18:09Z,3
2019-09-08T04:18:47Z,3
2019-09-08T04:24:56Z,3
2019-09-08T04:40:03Z,3
2019-09-08T04:45:17Z,3
2019-09-08T04:50:19Z,3
2019-09-08T04:53:12Z,2
2019-09-08T04:56:40Z,3
2019-09-08T04:58:42Z,3
2019-09-08T04:59:51Z,3
2019-09-08T05:12:44Z,3
2019-09-08T05:15:02Z,3
2019-09-08T05:17:05Z,3
2019-09-08T05:18:53Z,3
2019-09-08T05:21:55Z,3
2019-09-08T05:23:44Z,3
2019-09-08T05:26:08Z,3
2019-09-08T05:34:48Z,3
2019-09-08T06:01:27Z,3
2019-09-08T06:04:29Z,2
2019-09-08T06:05:17Z,3
2019-09-08T06:05:45Z,3
2019-09-08T06:07:20Z,3
2019-09-08T06:08:51Z,3
2019-09-08T06:10:33Z,3
2019-09-08T06:11:37Z,3
2019-09-08T06:12:41Z,3
2019-09-08T06:27:06Z,3
