current,harmonic_3,harmonic_5,harmonic_7,harmonic_9
0.46820524400868435,1.192007575003186,1.5947708138388306,1.3829632225217314,1.0821450522016376
4.204381143928525,0.5535521655661202,-0.9090643700143868,-0.730941956138324,-0.1973075514931421
0.8832282728841319,-0.286255422689312,-0.6932911960871856,2.0529288393098244,-0.1076222842594415
-0.5563691108655602,-2.3148614408219466,-3.029134970138791,-2.968785531666435,-2.380885962364938
0.06806139799731341,-2.0408837472089215e-4,0.02553387136812927,0.012282802153932511,0.021530758988269998
1.5113267218625452,3.441299097563907,4.187886167846548,3.957912508303925,2.783433830631521
-0.05486375280891602,-0.8655024304330631,-1.3875282684241383,-1.434822698128746,-1.1929055583208008
1.0623326597148455,6.8839751975807095,2.578471632089416,2.7501025887499115,8.101668251772804
1.367241012213405,2.7597205931861537,2.9468953083415292,2.29633633155741,1.6125950453050037
0.059694308719310675,-0.40664183004718146,-0.5635507087213251,-0.638661894591899,-0.3962223288502
2.8283302569218396,-0.060350713506163785,0.9584212576831199,1.4120459864806403,1.50348367224434
0.481530131642661,0.0897197446880883,-0.329015896452527,-0.32338607951572007,-0.7836630076693221
1.4986837738358365,-0.12031436253163054,0.23864439657496272,0.5244820133499557,0.2235993460060507
4.392952111394866,3.876686313555229,3.091690817506312,2.0904470764097725,2.5685535651792963
0.15437861114531126,0.4018898773333234,0.572074309295921,0.660429484377833,0.6690511456388806
0.7681111033952486,0.7453495120026334,0.19835609427234416,-0.9469995220843438,-0.9318322194929017
